customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
5216.914471,60861,66,8,82,0,4,65.425125
7860.086842,21726,104,20,79,0,8,697.010998
3351.567048,29160,87,25,62,0,1,417.6
6732.202033,0,99,15,79,0,5,712.8
6086.431746,13688,84,25,2,0,8,403.2
7341.794924,27649,63,3,63,0,2,302.4
3215.196994,24191,80,11,32,0,1,103.750234
2533.796807,0,71,11,77,0,1,517.056582
5340.535477,58493,67,13,53,0,4,321.6
3644.833554,82477,90,1,69,0,1,432.0
6382.047596,88663,79,20,86,0,7,379.2
4303.637883,74057,109,27,24,0,1,523.2
2484.747576,42012,63,13,84,0,1,40.754246
8232.760182,56021,69,20,38,0,2,279.51121
4423.690041,0,125,8,55,0,1,900.0
3691.765242,37202,93,30,86,0,1,322.528829
4139.89767,35945,105,14,25,0,1,756.0
7627.660848,93004,63,31,2,0,2,205.957043
6162.369756,0,89,4,24,0,4,941.347502
5757.489397,81491,72,21,24,0,3,61.715527
5555.492159,51705,139,26,79,0,1,545.291103
9594.78115,31421,81,5,95,0,2,388.8
5411.936509,81531,135,23,50,0,1,420.434259
5318.89664,25134,67,3,0,0,6,321.6
7731.713059,37386,97,1,4,0,3,465.6
5510.965059,99553,68,14,85,0,6,111.586995
2658.217729,22724,69,21,39,0,1,9.424668
4713.404623,0,69,7,90,0,8,806.534801
2393.915369,0,70,24,10,0,1,425.266308
11895.18188,88218,99,9,25,0,2,50.32306
3940.123576,92539,100,1,55,0,1,25.713622
4439.677708,75453,112,6,90,0,1,163.9498
2534.946955,94003,64,14,39,0,1,307.2
2393.915369,0,70,24,10,0,1,425.266308
4984.618655,86305,62,1,99,0,5,80.73124
5246.278375,28909,66,15,66,0,8,456.702735
2479.920134,31678,63,7,3,0,1,76.629988
7200.566588,28245,62,0,16,0,2,297.6
7917.119912,0,72,0,97,0,2,345.6
2405.618791,63032,61,5,79,0,1,404.550554
2611.14858,13424,71,30,78,0,1,340.8
8688.754812,59098,110,31,73,0,3,665.931223
7019.177186,26806,63,32,19,0,2,302.4
8114.409136,30595,69,22,36,0,2,446.08476
4864.382304,88079,61,16,37,0,3,121.88814
8569.422637,99803,71,1,67,0,2,189.143402
4582.899414,66991,115,1,71,0,1,399.617715
4142.561212,48263,104,2,32,0,1,674.863718
9409.143498,76847,118,16,52,0,3,31.58501
2581.022016,35795,65,25,53,0,1,312.0
7637.111954,0,71,1,29,0,2,340.8
2471.077732,53074,61,5,86,0,1,268.773368
2302.818965,0,63,13,48,0,1,732.638975
8716.368952,28743,112,9,13,0,3,537.6
2719.506996,14030,72,11,3,0,1,345.6
2452.726922,32764,61,30,23,0,1,292.953446
3829.090645,74775,95,18,35,0,1,676.658911
8873.525122,53503,114,3,43,0,7,547.2
15925.05739,34455,135,8,69,0,2,648.0
2952.360309,52198,74,2,62,0,1,355.2
7285.030983,44788,61,6,48,0,2,386.031248
13104.30284,30130,110,22,12,0,2,528.0
2436.839358,0,65,34,84,0,1,149.241472
2549.080421,52980,64,33,93,0,1,191.945693
8954.840118,97736,74,19,22,0,2,60.090984
2467.97792,0,67,0,14,0,1,222.903462
3776.665506,68727,94,19,76,0,1,386.520235
8044.872393,71391,67,29,39,0,2,284.000172
5029.671927,62271,63,30,52,0,3,25.478179
6179.699689,0,86,12,96,0,8,412.8
5678.050167,0,76,8,44,0,3,364.8
4089.429492,28506,104,27,37,0,1,499.2
3142.87734,0,86,17,35,0,1,412.8
5586.893159,94161,69,0,65,0,4,108.989737
12105.29422,33345,102,34,37,0,2,694.078608
15328.45723,0,138,1,34,0,2,688.828746
5424.256733,67414,68,7,37,0,8,148.778455
4981.825724,33176,63,22,75,0,3,302.4
14635.45158,0,139,5,56,0,2,667.2
6862.866306,56779,86,21,16,0,3,435.388932
13745.04802,40810,114,8,14,0,2,780.378964
8111.651948,30622,68,22,86,0,2,326.4
8160.587729,24980,71,34,14,0,2,511.2
3919.366722,66676,97,0,40,0,1,558.099357
7589.634,0,69,30,97,0,2,331.2
9032.370378,0,82,24,21,0,2,157.208336
5555.556089,41853,71,17,51,0,3,155.511553
8257.666512,23815,73,4,47,0,2,424.330166
2721.749756,22885,73,20,46,0,1,386.245297
5230.092742,32630,66,26,40,0,3,202.961374
6273.911874,18577,86,21,76,0,6,412.8
5866.068903,75952,73,5,17,0,3,350.4
8802.188243,96390,73,17,47,0,2,316.977588
8722.895091,25680,73,10,93,0,2,332.40907
8178.521899,0,112,17,29,0,7,806.4
2919.710443,41456,73,11,19,0,1,257.380112
6366.225775,44368,80,5,72,0,3,384.0
2395.57,21986,63,1,9,0,1,333.696228
2987.949471,0,83,14,22,0,1,708.693556
12780.276,33514,105,33,2,0,2,265.215014
3906.669584,60230,98,13,91,0,1,8.129056
5267.848664,40818,66,6,3,0,6,316.8
9095.049868,37937,116,11,42,0,5,556.8
7122.273163,64571,89,34,91,0,6,452.115601
9117.441695,0,126,29,61,0,3,421.906803
3486.699561,0,95,12,5,0,1,684.0
9955.490835,0,96,1,79,0,2,460.8
12280.76661,88340,102,16,1,0,2,489.6
5773.90039,52278,73,31,91,0,3,234.997994
4904.894731,12902,139,3,51,0,1,667.2
3423.822189,99816,86,0,0,0,1,172.913031
3109.007806,77485,77,0,87,0,1,355.909266
5705.547071,76522,71,31,71,0,6,340.8
5096.673223,22886,65,9,81,0,3,312.0
4101.935985,0,115,1,34,0,1,552.0
2537.929538,25506,65,10,16,0,1,312.0
2389.310128,20484,61,3,89,0,1,181.218317
5066.827444,40215,64,11,22,0,3,98.480884
10110.76997,76276,86,24,19,0,2,93.309811
2476.480866,47918,62,2,51,0,1,246.256648
3141.252909,43499,80,8,44,0,1,529.490007
2496.140812,0,72,14,58,0,1,518.4
4983.178714,21497,128,31,58,0,1,614.4
2227.072755,27972,61,7,38,0,1,292.8
9670.181104,20942,84,12,59,0,2,403.2
5088.687654,0,71,31,52,0,4,511.2
5437.908293,23339,138,8,31,0,1,666.307195
5033.693296,77031,125,17,17,0,1,600.0
14019.83314,31739,71,10,29,0,2,469.882367
4877.61238,0,66,4,30,0,5,420.39344
3449.494119,25236,89,2,26,0,1,427.2
5824.817366,40964,74,7,57,0,8,355.2
4379.92784,40896,109,3,61,0,1,319.294289
5793.157728,95733,72,19,82,0,3,475.423848
5790.565333,84551,72,10,82,0,5,28.92584
2476.588891,71551,62,10,19,0,1,297.6
2426.95904,0,71,2,5,0,1,511.2
4617.391775,16764,61,13,79,0,7,292.8
9079.823377,20290,113,6,75,0,3,766.519022
7777.201669,46182,65,23,27,0,2,2.574682
5601.68063,11920,74,20,27,0,7,355.2
3459.037949,97162,86,0,63,0,1,32.715179
6866.093807,0,64,18,59,0,2,40.44586
3677.907634,31349,93,10,32,0,1,446.4
9816.528302,37256,62,15,7,0,2,128.969729
4922.165949,0,69,2,76,0,3,331.2
7583.962264,0,102,27,29,0,5,848.161322
2685.901421,58166,67,3,19,0,1,91.914969
8622.835375,97361,73,6,85,0,2,350.4
4277.560211,75921,106,32,4,0,1,609.680428
4770.550911,12964,65,2,37,0,4,362.774545
7025.65076,48117,88,4,51,0,3,422.4
8265.379176,0,77,17,41,0,2,554.4
4407.97312,66152,111,14,18,0,1,532.8
2482.195895,31093,64,1,22,0,1,274.956819
3645.464325,19121,95,1,18,0,1,915.188647
4362.772279,0,65,11,46,0,3,468.0
7388.733207,0,97,31,24,0,3,638.371157
2927.734329,51991,73,4,95,0,1,124.376921
8356.181097,0,118,25,29,0,7,153.176419
8718.056722,89096,111,1,50,0,3,64.98293
8697.882675,29540,73,3,23,0,2,350.4
3554.845264,58557,88,4,83,0,1,55.510526
2818.31302,88816,70,33,9,0,1,164.282841
2893.806196,61809,72,9,21,0,1,328.004855
5121.838914,57161,127,20,92,0,1,609.6
2217.664193,0,65,11,69,0,1,111.872115
2861.717418,90083,71,23,47,0,1,181.689191
5979.724161,57693,76,16,56,0,3,547.2
7377.231238,0,69,16,42,0,2,331.2
6366.225775,44368,80,5,72,0,3,384.0
8657.968597,68727,72,15,49,0,2,171.475838
11726.18921,40564,97,0,36,0,2,85.968142
5780.182197,51066,74,23,0,0,8,787.993313
10058.74013,0,92,30,81,0,2,640.229108
4787.206586,0,67,16,45,0,5,321.6
3013.439451,21353,80,28,21,0,1,576.0
5526.438887,94230,137,21,82,0,1,657.6
4883.117399,53305,63,32,73,0,4,302.4
9602.07966,0,94,12,3,0,2,676.8
3199.75316,0,87,3,43,0,1,132.492438
2758.329817,22158,74,8,92,0,1,355.2
2725.192659,81605,67,7,74,0,1,424.219182
5550.149947,62219,69,7,73,0,4,243.238784
2619.172388,15587,71,11,48,0,1,136.033828
12313.16484,0,116,7,57,0,2,835.2
10552.42728,28505,88,0,93,0,2,422.4
7440.92353,34137,62,6,9,0,2,297.6
10302.90289,21839,137,2,70,0,8,657.6
5761.317533,83392,71,30,80,0,3,125.961938
10280.80787,73661,128,34,47,0,3,404.329477
4783.917752,49793,121,3,55,0,1,640.835113
2142.892273,0,65,3,71,0,1,686.774939
8738.299629,91890,107,30,28,0,7,156.617415
11315.20373,11885,101,18,39,0,2,484.8
7681.551777,90043,63,12,21,0,2,203.226649
5015.009472,48567,130,12,15,0,1,624.0
5504.139033,0,73,18,45,0,5,350.4
5096.673223,22886,65,9,81,0,3,312.0
5674.136445,65775,72,16,98,0,4,171.426318
2886.232446,52972,74,3,68,0,1,355.2
5794.682724,52979,72,14,53,0,4,345.6
10706.66957,55436,67,7,44,0,2,321.6
5320.614976,32116,132,10,42,0,1,277.351026
4628.280887,0,62,32,31,0,3,690.548602
4029.723325,93621,100,16,20,0,1,59.860273
2744.083863,79192,70,11,74,0,1,336.0
5862.803295,75121,73,12,22,0,6,171.226873
4031.539471,0,117,2,41,0,1,842.4
7553.225007,69959,63,9,3,0,2,401.838921
5640.729767,67523,72,35,21,0,7,345.237659
8678.508294,62366,108,22,87,0,8,51.316527
4428.031583,58577,110,6,62,0,1,303.872752
7413.386729,0,106,7,44,0,4,508.8
6035.086336,29587,76,25,4,0,3,422.024661
16280.19859,0,157,17,1,0,2,753.6
9024.199159,71499,112,25,61,0,5,537.6
7495.676658,0,106,23,45,0,5,763.2
12520.97907,0,126,4,59,0,2,907.2
2552.038766,75740,64,13,11,0,1,128.516525
9095.049868,37937,116,11,42,0,5,556.8
9986.661111,24067,132,12,2,0,6,633.6
7908.669486,43630,99,33,30,0,3,475.2
4869.596443,23811,130,20,8,0,1,624.0
2121.647053,0,62,11,45,0,1,446.4
4340.858797,0,124,6,34,0,1,595.2
11981.98481,21514,62,0,59,0,2,257.248789
8646.504109,64125,108,3,44,0,3,369.818708
2444.329535,83800,62,11,44,0,1,196.155575
5070.352408,23840,64,32,66,0,7,307.2
5647.145809,54834,72,23,13,0,8,186.191931
7031.785183,26255,88,21,4,0,3,52.752601
3615.889805,0,95,16,1,0,1,684.0
2748.851081,32437,69,4,73,0,1,473.361602
5087.015287,22726,65,25,73,0,3,312.0
2359.423599,19864,63,22,96,0,1,352.394515
2926.829158,26242,74,5,69,0,1,347.060173
7901.697919,62291,100,1,53,0,3,480.0
6106.941981,16654,79,23,31,0,7,379.2
12321.83615,26887,113,32,67,0,2,542.4
5431.371279,49345,69,10,12,0,7,251.075981
7329.828776,0,70,4,63,0,2,622.381217
4058.668736,0,117,13,69,0,1,842.4
4742.617289,78596,118,1,70,0,1,133.907696
4363.599418,38925,112,10,48,0,1,241.304377
9048.983447,0,119,9,8,0,3,571.2
4210.096739,21885,108,7,29,0,1,52.339396
5241.142484,48345,67,7,1,0,7,212.009825
2481.842224,77993,62,26,10,0,1,297.6
3585.942995,25748,90,9,23,0,1,117.871165
5498.940679,22520,73,17,64,0,3,350.4
10377.36842,0,95,1,69,0,2,579.452318
2589.695091,0,73,6,11,0,1,350.4
9312.585034,75986,115,11,44,0,3,89.119797
5963.818306,94115,74,28,41,0,8,409.089884
5214.971007,65375,65,9,84,0,3,6.07744
12522.53868,44341,105,15,56,0,2,355.114822
3372.420457,93489,84,16,72,0,1,104.280764
7809.515468,69161,97,19,71,0,8,341.431343
12269.41862,60774,154,13,7,0,5,739.2
8004.214781,54008,67,18,90,0,2,370.503286
8105.872317,0,74,15,61,0,2,232.01349
2758.703811,44619,68,35,45,0,1,283.668439
3707.282365,16476,101,29,25,0,1,313.885191
8099.838433,25949,104,0,28,0,3,499.2
2921.490461,62018,73,2,59,0,1,90.094835
5332.462694,68931,66,32,30,0,7,309.577946
6875.606133,0,104,24,49,0,6,748.8
2272.30731,0,64,35,59,0,1,286.124652
8923.154803,98044,73,5,53,0,2,347.336864
12947.68269,15083,115,25,14,0,2,552.0
13786.70272,0,61,21,24,0,2,370.755025
8520.145801,0,80,30,96,0,2,69.142986
9052.951051,10211,119,7,16,0,7,571.2
2546.364668,0,68,13,11,0,1,296.692076
3007.386248,0,80,31,67,0,1,16.524885
6289.014959,50269,80,15,88,0,3,32.228778
3954.344534,18375,103,8,50,0,1,535.080276
7583.189638,24133,68,20,42,0,2,76.026046
6186.497831,88375,77,23,11,0,3,0.42331
5757.442258,88997,72,9,71,0,3,174.041566
4473.883999,0,125,2,84,0,1,600.0
4786.009693,23402,61,29,38,0,7,292.8
7121.080412,0,96,28,62,0,4,460.8
7547.762822,0,102,34,37,0,3,489.6
9011.764865,63885,114,0,17,0,8,86.477384
2719.431536,37703,70,11,51,0,1,83.121963
4760.941906,0,68,9,1,0,6,489.6
8701.363763,0,122,8,32,0,6,684.851797
2659.495086,64987,66,17,90,0,1,182.927837
5139.561422,73180,64,27,43,0,3,132.543257
2771.045031,50071,71,3,32,0,1,18.918935
9259.715798,0,127,11,86,0,3,22.483259
8467.267232,16370,74,4,54,0,2,296.049396
9332.494982,58007,81,23,71,0,2,518.346912
8007.399376,0,112,12,93,0,3,537.6
8145.985919,62534,68,10,1,0,2,326.4
2810.464447,26790,71,4,41,0,1,340.8
6846.150323,0,95,13,20,0,5,456.0
3755.806897,56178,94,1,39,0,1,451.2
2393.036297,28646,61,11,50,0,1,355.028632
9067.658438,78250,114,7,66,0,6,547.2
8013.895125,65636,67,15,72,0,2,321.6
4089.036013,43177,103,34,74,0,1,420.966805
5065.486772,26733,66,7,55,0,5,218.717113
8372.851175,12590,73,22,1,0,2,132.503461
8175.315246,0,80,25,80,0,2,384.0
8720.458745,25752,73,28,85,0,2,378.262864
3237.500928,27982,87,15,74,0,1,14.743099
2375.001798,47455,61,1,61,0,1,278.804991
8646.504109,64125,108,3,44,0,3,369.818708
12919.41828,58236,108,22,92,0,2,67.253453
7385.359236,54289,62,32,13,0,2,430.093647
7200.664877,0,66,16,77,0,2,316.8
7281.715134,47482,93,19,45,0,3,594.177664
2722.986709,20867,71,0,79,0,1,340.8
8555.887254,0,81,6,49,0,2,583.2
2911.923334,20327,74,26,44,0,1,824.254866
10083.48688,11828,90,18,84,0,2,571.479602
5704.977144,50695,71,31,30,0,5,110.567069
7664.80924,0,107,14,90,0,3,770.4
4909.027487,98693,61,7,57,0,3,292.8
5470.060561,54507,138,20,11,0,1,702.990032
5067.002561,89703,126,6,54,0,1,601.983113
4896.271406,0,71,9,6,0,3,421.147532
8237.376444,70882,69,20,50,0,2,124.380223
10901.22525,72257,90,28,61,0,2,408.415481
16304.29777,90008,137,13,3,0,2,406.986034
2619.478929,93987,65,9,1,0,1,251.321448
14024.35839,81872,115,10,55,0,2,256.43803
8823.852473,75741,109,31,59,0,7,217.188864
7610.203455,38086,96,17,10,0,7,243.237741
7486.171898,38725,64,12,58,0,2,307.2
5657.685223,98917,139,18,21,0,1,336.612234
13865.83107,53484,70,12,12,0,2,333.051529
8188.91743,45318,103,17,27,0,8,494.4
5626.530435,46897,70,16,47,0,3,344.377218
3208.919835,40135,80,29,70,0,1,78.008093
5282.543094,38606,68,16,99,0,3,413.288851
5259.444853,61146,65,7,68,0,6,273.018929
7854.771821,36409,66,26,33,0,2,316.8
6438.97103,90035,80,28,38,0,3,141.628547
11633.57855,39669,98,13,63,0,2,492.935479
2442.422113,57963,61,11,63,0,1,42.160829
14024.35839,81872,115,10,55,0,2,256.43803
2491.257604,25965,65,23,27,0,1,329.206567
3410.199334,59662,85,6,76,0,1,10.168824
3842.028065,27906,102,5,57,0,1,489.6
3339.853704,51032,83,5,56,0,1,349.954886
5358.269985,83771,133,26,18,0,1,482.328161
4200.373728,51510,106,11,17,0,1,688.547375
4829.571981,34819,61,0,31,0,6,185.898327
14244.73069,31189,122,18,10,0,2,585.6
4095.201692,32180,103,3,28,0,1,558.835255
7540.054749,67018,94,11,17,0,4,104.427573
2821.002026,0,77,32,0,0,1,436.369797
6685.069081,56270,83,23,2,0,4,398.4
8408.317401,82800,70,12,94,0,2,442.194796
7371.58568,0,68,2,70,0,2,425.137341
4742.106389,63891,119,13,13,0,1,7.651121
15865.166,43946,133,13,83,0,2,415.98615
4330.38602,60475,107,9,18,0,1,513.6
5708.024308,70279,71,17,25,0,7,331.231484
3500.855508,0,93,4,63,0,1,446.4
3919.366722,66676,97,0,40,0,1,558.099357
2910.317298,12048,77,6,46,0,1,369.6
4827.77681,0,68,29,91,0,6,326.4
4811.740943,0,68,34,37,0,6,619.07199
14666.23121,0,61,0,31,0,2,439.2
3914.719645,0,112,6,0,0,1,587.861936
5886.615741,0,81,21,37,0,4,583.2
8406.385414,42540,70,15,52,0,2,43.548973
2798.679988,88009,71,29,21,0,1,266.52482
4411.65582,0,62,20,88,0,6,446.4
5392.440611,75438,136,11,97,0,1,438.480672
2561.576924,0,73,25,5,0,1,842.87608
2693.530229,63684,68,6,87,0,1,343.889585
4296.604128,61737,107,21,65,0,1,495.670802
11624.82149,0,113,32,66,0,2,813.6
3155.911309,58213,79,22,50,0,1,39.714767
3317.904817,74142,83,24,60,0,1,398.4
7821.188278,0,109,31,74,0,3,784.8
7304.15545,0,104,35,79,0,3,499.2
5217.513287,39854,66,6,4,0,7,261.930545
8257.666512,23815,73,4,47,0,2,424.330166
8002.308333,0,107,3,65,0,3,513.6
5897.745369,39188,74,9,2,0,3,355.2
4686.469674,58089,118,31,83,0,1,566.4
5943.07303,62120,74,5,39,0,8,28.31732
2648.471057,26540,69,15,4,0,1,378.432035
4650.063763,28215,65,15,26,0,3,468.0
2951.294057,69600,74,35,28,0,1,341.396161
2464.510412,40982,62,6,88,0,1,106.665934
5555.830205,74015,72,12,61,0,6,471.443077
2776.317884,0,79,28,94,0,1,509.028102
16355.31386,29439,146,4,10,0,2,700.8
7329.889139,0,108,26,94,0,4,518.4
5555.830205,74015,72,12,61,0,6,471.443077
6383.482152,67881,79,6,70,0,4,391.039166
7758.588506,96162,97,9,91,0,4,376.569009
14932.09982,39049,63,30,34,0,2,294.75626
10861.515,65727,134,14,15,0,6,363.995013
2397.036098,22283,65,16,93,0,1,572.072106
4070.045873,37435,105,3,22,0,1,314.441585
5578.522348,27756,71,6,52,0,8,735.733206
8139.525579,86876,68,9,3,0,2,118.810361
7444.939419,0,114,21,41,0,4,863.861736
7295.332712,34062,91,23,51,0,3,603.350571
5325.724541,0,73,17,44,0,7,496.474767
2442.212317,0,69,7,10,0,1,331.2
10307.65258,78358,128,6,75,0,3,614.4
2521.684392,41247,64,17,6,0,1,307.2
2822.591481,25531,74,27,52,0,1,355.2
5811.996703,58643,74,33,58,0,3,329.46648
9320.240511,18643,119,34,41,0,5,571.2
2674.07551,68787,66,7,64,0,1,105.379402
7724.678387,29056,66,19,2,0,2,355.531267
4447.423455,13128,118,11,21,0,1,771.878514
4823.558028,58946,121,5,87,0,1,486.720776
5420.361822,31614,71,26,69,0,4,234.683628
7583.141211,44667,65,25,53,0,2,245.661376
3852.425156,0,111,33,76,0,1,937.824847
3614.078436,0,103,35,76,0,1,741.6
2853.512645,38798,72,24,48,0,1,332.945455
8543.325539,0,117,0,6,0,4,561.6
5150.416511,65629,64,21,28,0,3,89.411365
5757.442258,88997,72,9,71,0,3,174.041566
4826.831451,18779,63,10,65,0,4,215.255721
8092.87696,50825,102,3,46,0,3,369.614729
3011.270628,0,86,18,41,0,1,569.130423
8663.919296,29218,72,33,40,0,2,502.369442
2471.528431,95697,61,16,55,0,1,114.273025
5627.297887,61486,70,2,65,0,3,334.13351
7494.087341,0,68,6,25,0,2,326.4
5452.625449,17723,72,3,40,0,3,345.6
2592.437797,72421,65,8,23,0,1,312.0
6721.893743,36510,84,10,36,0,6,286.781601
5500.576161,35396,70,32,12,0,3,336.0
2550.659053,69230,63,31,13,0,1,283.241868
4236.301454,25866,109,20,56,0,1,523.2
9025.067525,23675,117,4,31,0,7,707.925645
2615.911934,0,71,22,45,0,1,340.8
4784.416267,0,68,16,81,0,6,326.4
3873.647046,28142,105,18,50,0,1,701.708239
4717.625727,0,131,0,80,0,1,628.8
5625.908671,0,85,34,31,0,3,872.203927
6005.214792,26876,76,17,72,0,8,364.8
9837.507586,55099,122,33,86,0,3,260.265417
5206.028448,71661,65,7,92,0,4,312.0
2837.109178,90893,70,8,82,0,1,70.712507
13862.10016,96950,115,20,74,0,2,633.132017
8200.269735,24814,69,31,48,0,2,331.2
9045.111945,52572,113,30,22,0,3,441.623031
3187.351993,0,85,27,29,0,1,595.160486
8113.962284,41701,68,16,74,0,2,64.646458
9087.586819,0,80,7,77,0,2,384.0
12519.79639,34179,107,15,26,0,2,770.4
4967.044248,0,73,34,2,0,4,359.35328
9095.049868,37937,116,11,42,0,5,556.8
4228.248035,77853,106,12,76,0,1,165.237444
8510.758196,26032,109,18,25,0,3,638.098653
2712.832687,39618,68,0,55,0,1,326.4
2258.793954,0,65,8,47,0,1,625.483498
4815.851943,59438,124,33,55,0,1,562.667789
8007.399376,0,112,12,93,0,3,537.6
3008.969524,0,87,2,55,0,1,401.484738
2530.705137,89451,63,11,2,0,1,61.769564
10787.11572,44695,91,26,88,0,2,147.954285
11923.75365,24581,101,2,86,0,2,484.8
6438.995346,19831,83,8,88,0,7,398.4
3909.636524,40361,98,3,98,0,1,71.169255
13211.01092,74656,111,0,6,0,2,504.365927
14616.36817,25358,126,1,13,0,2,750.58561
10662.63422,62409,89,16,50,0,2,392.686432
3861.486269,93272,95,3,54,0,1,281.110788
3252.828464,20166,83,19,28,0,1,398.4
2711.899826,0,74,13,68,0,1,355.2
2453.570794,29735,69,3,92,0,1,331.2
11228.28966,0,64,1,63,0,2,772.83851
11160.07706,33232,94,21,81,0,2,435.527845
13118.74322,11854,113,19,64,0,2,807.721213
6120.185345,23843,79,1,42,0,5,344.693511
4787.472973,0,64,17,84,0,3,360.110955
8177.048957,54695,103,6,94,0,5,494.4
3309.248219,85632,82,23,4,0,1,7.2574
14635.45158,0,139,5,56,0,2,667.2
6646.749298,95815,82,6,95,0,3,393.6
8742.472473,37224,74,8,23,0,2,355.2
6992.531494,94652,86,18,88,0,3,412.8
13037.03339,28582,112,27,24,0,2,537.6
11606.84868,45893,97,3,75,0,2,465.6
3731.504584,0,96,31,34,0,1,460.8
4923.950434,31093,63,3,78,0,3,302.4
7824.372789,32823,100,1,36,0,8,480.0
8311.854644,44843,105,14,34,0,3,391.419263
5384.532684,59364,67,25,56,0,5,321.6
3978.665051,39101,99,34,24,0,1,167.174678
8414.080425,59828,104,25,49,0,8,499.2
2801.562831,33247,72,26,47,0,1,284.956298
5010.917847,45867,126,31,12,0,1,604.8
4997.780688,54827,64,17,88,0,3,132.947215
10934.73726,47170,139,4,57,0,3,667.2
3289.132998,21947,83,17,66,0,1,366.90936
14014.10119,39018,117,11,94,0,2,561.6
5604.330774,20252,71,0,64,0,3,198.227061
2912.235077,0,88,29,81,0,1,633.6
5616.845326,48602,70,30,46,0,5,487.884823
7504.685954,97849,62,32,45,0,2,183.117146
2959.819985,69746,74,17,91,0,1,225.032781
13248.63735,25074,112,17,8,0,2,537.6
2717.781848,66463,68,28,80,0,1,326.4
2734.149158,34865,69,15,16,0,1,255.946801
9199.388961,37399,116,30,22,0,3,392.826082
9192.592887,37388,117,30,21,0,5,561.6
3878.770231,84981,96,6,96,0,1,4.719043
4419.116971,24046,116,27,47,0,1,556.8
4772.943848,20993,133,35,90,0,1,638.4
9101.523916,48029,116,9,79,0,7,556.8
5141.976413,60277,65,32,19,0,7,146.390518
7451.49202,0,107,6,63,0,8,770.4
2620.167098,31911,68,13,65,0,1,245.893663
4909.844198,61402,62,1,69,0,3,252.157829
8023.075248,34335,101,18,55,0,3,484.8
3549.016697,36168,90,16,14,0,1,432.0
8065.234637,29692,77,3,53,0,2,449.352139
7892.824093,29215,67,7,15,0,2,327.656191
4540.9925,0,61,14,4,0,3,486.121464
2320.750557,19581,61,32,27,0,1,377.24342
7714.650119,0,74,33,24,0,2,532.8
7880.337212,23129,70,10,74,0,2,491.65337
6965.423975,25411,86,8,73,0,8,242.807725
10760.17612,74835,133,14,89,0,7,107.645982
5808.932598,43282,72,3,3,0,3,166.799814
4914.035833,10037,71,14,29,0,3,292.181494
2395.57,21986,63,1,9,0,1,333.696228
5522.524223,85609,136,22,17,0,1,652.8
15808.75757,86347,130,17,93,0,2,593.779554
2827.328603,20368,72,30,36,0,1,345.6
5421.524497,25778,68,29,34,0,3,20.141289
2514.59196,43860,65,15,58,0,1,156.124914
5157.642282,93303,65,11,96,0,5,40.757983
4198.02525,30598,106,13,21,0,1,508.8
13466.92071,11432,119,11,9,0,2,571.2
2424.424678,27093,61,10,19,0,1,292.8
3823.853815,0,108,32,95,0,1,777.6
2438.533897,38961,62,5,19,0,1,297.6
2840.302575,79181,72,1,24,0,1,241.277426
7596.143777,56225,97,10,95,0,3,465.6
6005.214792,26876,76,17,72,0,8,364.8
3455.23067,68401,88,14,14,0,1,242.254164
5728.581037,29730,72,1,76,0,3,463.21435
5163.228365,35577,130,1,6,0,1,574.51239
2789.74739,15514,74,20,24,0,1,355.2
5603.73932,95284,69,6,35,0,4,327.647322
4049.415027,62864,104,20,14,0,1,171.213743
7850.128057,67186,66,22,20,0,2,184.936711
6382.583452,0,87,14,67,0,3,417.6
5737.499595,68946,71,15,31,0,8,309.627788
4873.436612,18866,126,4,62,0,1,604.8
2824.681217,82875,70,5,20,0,1,455.337179
5535.963648,84863,138,28,40,0,1,691.697458
4727.8341,0,127,24,58,0,1,609.6
2378.667328,54753,61,5,99,0,1,292.8
9337.895228,76381,116,23,33,0,4,556.8
5638.262608,56017,71,1,98,0,6,51.995897
4035.68383,21359,101,25,5,0,1,484.8
4117.4697,86101,102,4,73,0,1,344.736945
8382.478392,25998,71,16,38,0,2,791.878042
2435.147986,64341,61,4,81,0,1,79.934072
6599.081932,36060,165,27,55,0,1,774.558233
5353.932122,61894,67,22,38,0,4,266.996814
7412.135256,59940,94,17,9,0,3,303.098944
5512.342258,45971,138,15,91,0,1,139.826393
4015.34005,80055,100,30,83,0,1,121.945071
7772.473464,58345,98,1,6,0,6,346.971517
10507.50144,76549,132,3,5,0,3,616.349424
9103.700091,0,131,18,41,0,3,628.8
8006.219948,63762,99,13,55,0,4,108.161276
6807.271588,32787,86,3,86,0,7,568.58486
5015.643575,73809,125,5,57,0,1,537.315879
4726.869327,13037,124,28,49,0,1,839.348464
4122.569957,75272,103,22,10,0,1,71.647924
2620.903729,39278,66,29,45,0,1,65.590217
6005.847375,13528,86,21,35,0,3,412.8
2554.032052,0,72,32,14,0,1,405.804184
8123.955566,12617,108,5,43,0,8,648.925597
4669.22664,76157,116,15,80,0,1,556.8
4903.810606,0,66,19,29,0,8,469.6093
8009.028202,0,107,5,8,0,3,740.963933
7732.385103,34430,65,6,15,0,2,184.958966
9416.28441,13411,127,27,81,0,7,609.6
5923.518828,73758,74,24,87,0,7,301.562622
6575.53817,10517,92,14,65,0,3,441.540848
4362.931238,58842,110,6,74,0,1,528.0
11093.71591,78255,95,14,88,0,2,456.0
7334.328083,87957,61,31,63,0,2,308.321335
